,date,user,location,tweet
105,2020-10-22 00:32:04,iowatrophybucks,"Iowa, USA",Tanner Mackey shot a personal best in Woodbury County.  #Trophybucksofiowa #shareyourtrophy #iowa #deer #whitetail #hunting #deerhuning #bbd https://t.co/HkyJsOlDis https://t.co/x66Vpi2LdG
106,2020-10-22 00:30:09,USSA2000,"Wisconsin, USA","""After the bear treed, we walked 467 yards on rough terrain. Cameron's strength and energy were amazing; he's quite a trooper!"" Virgil said, ""My son's big smile and big eyes said it all!"" #childswish #ussa #bearhunting #hunting @HuntingRealm @TheBigGameHunt @OutdoorWhiskey https://t.co/cdUa0sVyyy"
107,2020-10-22 00:27:27,dc1385,"Edmonton, Alberta, Canada","Got my blinds set up this past weekend for November Rut Hunting. All I have to do is drag out the Mr. Buddy Heater if it gets too cold.

✔ Blinds Set
✔ Floors cleaned of leaves 
✔ Lanes cleared
✔ Door way paths cleared of debris
✔ Chairs Set

#hunting #whitetails #deer https://t.co/z5y0dmQJEB"
108,2020-10-22 00:21:14,huntinggearinve,"North Carolina, USA","The 300"" Buck - #2 All-Time World Record:
Check out the tips and tricks that it took to harvest this massive 300"" world record buck

Video:  https://t.co/V8j6hZIVd7 

Enjoy the video above☝️ 
Please LIKE and COMMENT below👇

#hunting #worldrecord #300""buck #tipsandtricks #bow https://t.co/CJY2e8dH7n"
109,2020-10-22 00:20:21,theoutdoorsguy1,,Congratulations to Gavin! He harvested this beautiful deer using the calls on my page! Man congratulations again! @TelorTactical @WoodlandMills @blackwarriorlur @blacks_online @DeerGear @NXTLevelDeer #HuntingSession #hunting https://t.co/nLliH1gz1l
110,2020-10-22 00:16:09,TheFreedomWild,"Idaho, USA",Weather is supposed to get nasty so Tuesday I chose to shoot the first decent buck I could glass up and get the heck out before the storm. #solohunter #buckdown #taggedout #Hunting https://t.co/PdQzJ4CPnm
111,2020-10-22 00:14:27,kissemfirst,,"Handmade bow and arrows
#lindseystirling #artemis #archery #hunting https://t.co/LCVF3X1Tbp"
112,2020-10-22 00:01:38,AnthemWheels,,"Fit into your element.
Check out some our outdoor apparel here--&gt;https://t.co/YdzAlcTDDE

#anthemoffroad #anthemwheels #wheels #hats #hoodies #shirts #adventureon #overlanding  #hunting #camping #fishing #offroadtrucks #explore https://t.co/dBk7p3avHQ"
113,2020-10-22 00:00:01,theammosource,"South Frontenac, ON, CA, K0H 1V0",Are you still looking for that last minute deer rifle?  Check out our massive selection of sporting rifles https://t.co/ixload05Ix #hunting #remington #tikka #browning #savagearms #sfrc #theammosource @theammosource https://t.co/HIxTfrtjLu
114,2020-10-21 23:51:51,nobius,"Houston, Texas",Counting down the days #hunting #deerseason 🦌 https://t.co/7W7zmp51Bp
115,2020-10-21 23:50:23,bpoutdoors,USA,"Buck - GA Woods!!!! #georgia #hunting #woods #deerhunting #hunting-season #huntingblind #camoflauge #wildlife #nature #conservation #foodplot @ Perry, Georgia https://t.co/kJwNXRNUwa"
116,2020-10-21 23:49:08,NateW_Outdoors,,"If you haven’t yet, Please take a moment and subscribe to my YouTube channel. Thanks!!! https://t.co/aVfIMhxyac #support #outdoors #hunting #fishing #kayak #outdoors #nature #JustTheBeginning"
117,2020-10-21 23:46:46,Sauger84368735,"Indiana, USA",My first #euromount #deer. Ready to be whitened. #hunting #Indiana https://t.co/RE8YZ7CkfV
118,2020-10-21 23:33:00,bpoutdoors,USA,"Buck - GA Woods!!!! #georgia #hunting #woods #deerhunting #hunting-season #huntingblind #camoflauge #wildlife #nature #conservation #foodplot @ Perry, Georgia https://t.co/qzflaTVQcr"
119,2020-10-21 23:29:32,frugalmaniac,"MN, USA",You ready to hit the woods? Get your #hunting gear and #save https://t.co/JmJ5U5f1Ia  https://t.co/pLz9LzWx39
120,2020-10-21 23:25:21,frugalmaniac,"MN, USA",#fishing #Hunting #camping anything outdoors https://t.co/vxxvH5FU98  https://t.co/Jgnl37ByzI
121,2020-10-21 23:17:45,EDITORatWORK,"Rural Hall, North Carolina, USA","#wildlife CLIP: WILD ABOUT WILDLIFE #turkeys #hunting #hunters
https://t.co/gMgPpW3bVd"
122,2020-10-21 23:06:32,conserv_tribune,United States,"'Federal law prevents hunters from hunting migratory game birds with more than three shells in their shotgun. That means our federal law does more to protect ducks than children,' Biden's campaign website reads. #2020election #guncontrol #guns #Hunting… https://t.co/cgxqjFja8W"
123,2020-10-21 23:05:39,DeerGearTV,"Deer Stand, USA","The BlackOut Crossbow Field Point Target offers the stopping action you need for today's power-packed crossbows and compound bows. 

Get it here: https://t.co/BvmC1V9bQU

@BassProShops @Cabelas #bassproshops #cabelas #teamoutdoors #crossbows #hunting #tenpointcrossbows https://t.co/HojuN4CN0l"
124,2020-10-21 23:01:11,BDailey312,"Las Vegas, NV",Still haven’t gotten the moment I want captured #hunting
125,2020-10-21 23:00:21,Sauer_USA,"San Antonio, TX","Dream hunts with the dream gun.

#mouflonhunting #sauer404 #sauerrifles #sauerusa #sauer404synchroxtc #sauer404xtc #sauer #hunting #dreamhunt #rifle #dreamgun #huntingpics https://t.co/rHl1hqAPsJ"
126,2020-10-21 22:56:39,LegendsTV,Outdoor Channel,"McFerrin family friend, Chris Luna, spent time on the ranch with them this week and tagged a nice buck with his @Elite_Archery bow! Congrats Luna! 
#elitearchery #jointhemovement #realtreeoutdoors #bigtine #hunting #outdoors #archery #whitetaildeer https://t.co/FbitAffHYP"
127,2020-10-21 22:45:20,Women_Hunt_Too,MI,"It's a hunting sunset. It's like a regular sunset but only cooler.
#sunset #hunting #huntingsunset #cooler #womenhunttoo #puremichigan @ Bailey, Michigan https://t.co/0W44aqEMEZ"
128,2020-10-21 22:36:06,Mauser_USA,"San Antonio, TX","Looks like Felix S. has found the perfect companion for a hunting adventure in the woods. 🙌

#mauserm12max #mauserm12 #happyhunting #huntingrifle #hunting #huntingadventure #mauser https://t.co/nDg6gm53E5"
129,2020-10-21 22:35:44,VintageAppCo,toronto,New MY HUNTING HOODYS by https://t.co/LrnhtgfM8n coming to the @muskokastore this weekend ! Drop in and pay then a visit . #hunt #hunting #huntingapparel #style #brand #fashion #vintageapparelco https://t.co/KEqkYvgkIv
130,2020-10-21 22:34:42,FallObsession,United States,"Congrats  to Field Staffer Corey Reed’s son, Cage on his first deer during youth season! Nice shooting young man! We got a lot of new hunters in the woods this fall!
.
.
@VappleProducts @CinnamonCreek1 @RespectGameTV 
#fallobsession #hunting #deerhunting #deerhunter #youthhunt https://t.co/GRMRKFaJ6z"
131,2020-10-21 22:22:32,MTWhiskeyCo,"Montana, USA","We love those mountain muleys! Montana's general hunting season starts on Saturday, and if you're a hunter, good luck out there! https://t.co/mSTyoDgDCo #montanawhiskey #muledeer #muledeerhunting #montana #hunting #montanahunting https://t.co/14FzLf5JKq"
132,2020-10-21 22:18:43,WhiteheadHarlos,Block S6X ,"I have a case of shells at home that I haven't touched because of these fucking staples and stitches on my head😫 i can't do anything, missing out on duck hunting #duckhunting #duckhunter #hunting #hunter #Mallard"
133,2020-10-21 22:13:03,OrangeDogOutfit,TX,The TRIFECTA!  🤜 👊 🤛 📸 @standingstonekennels #pheasanthunting #pheasants #upland #uplandhunting #birddogs #gundogs #roosters #wingshooting #hunting #huntingdogs #orangedogoutfitters #tistheseason #wehunt #gsp #germanshorthairedpointer #germanshorthair https://t.co/WTInuvd7o7
134,2020-10-21 21:58:19,TWILIGHTANGELUS,United States,Nothin peace full about this movie photo shot Its not a photo any American #wildlife lover would wanna shop #blm still is actively #hunting kill pen trapping FEDERALLY PROTECTED UNITED STATES ICONS ! DREADFUL -Hollywood paid to act like they care! leave the wild #Mustang alone https://t.co/NWECMvJReX
135,2020-10-21 21:31:01,bagofincome,the internet,"A couple of weeks ago I discovered a site @bycocoricos 

Here's my short insight:
https://t.co/W23SxAlEMV

#airdrop #hunting #gems #leofinance #cryptocurrency #isthislegit #seriously"
136,2020-10-21 21:30:15,outdoorsmengal,Missouri,MADPAK makes TOP 23 for Utility Belts!!! Get yours today. Made in the USA! #utility #belts #firstresponders #police #firefighters #EMT #military #veterans #fishing #hunting #hiking #construction https://t.co/QJM44Scexe https://t.co/ABny5vEO1g
137,2020-10-21 21:17:28,ZOMBIFI1world,"California, USA",#HUNTING @VERDANSK @WARZONE#LIVE#PS4live (Call of Duty®: Modern Warfare®)  live at https://t.co/vr9K1zK7U9
138,2020-10-21 21:15:13,EDITORatWORK,"Rural Hall, North Carolina, USA","#hunting A BUNCH OF TURKEYS (a memory from the early 1970s) #hunters #turkeyhunting #turkeys
https://t.co/T27EnmUEfD"
139,2020-10-21 21:14:52,Review_Thing,North Carolina,"Take a second and SUBSCRIBE!!! https://t.co/8Hqdq0v4Ed #review #reviews #productreviewer
#outdoors #getoutdoors #nature #outdoor adventures 

#hunting #turkeyhunting #deerhunting #hunter #hunters #girlswhohunt #huntingseason #deerhunter #publicland #publiclands #publiclandowner"
140,2020-10-21 20:56:19,FirearmsNewsMag,At the range,"Firearms News October 2020 — Issue #20
On sale NOW! Click the link to see what is inside our latest issue! 
https://t.co/w1fLVIpAcc 

#gunsdaily #guns #2a #gunsofinstagram #weaponsdaily #firearmsnews #rifle #ar15 #firearms #weapons #pistol #shooting #hunting #manticorearms https://t.co/E4RC8VKSQJ"
141,2020-10-21 20:54:57,JGoweGG,,"Anyone got any good recommendations for a 30-06 hunting rifle? Brands, models etc..

#hunting #remington #winchester #browning #ruger #rifle #guns #deer #elk #moose #caliber"
142,2020-10-21 20:46:58,farmandranchpub,"Houston, TX","#NewMexico
Hunting &amp; Cattle Ranch in New Mexico – 20,099 Acres
Carlsbad, New Mexico

https://t.co/xWU8OitWuN
#FarmandRanch #Equine #Grazing #Hunting"
143,2020-10-21 20:34:03,WTD_tv,"Texas, USA","Sprinkle some shavings of @ConQuest_Scents ""Rutting Buck"" and add a hoof print with the ScrapeMaker to really get the dominant buck fired up!

Rutting Buck: https://t.co/lHRVjrS5b3
ScrapeMaker: https://t.co/TDDZowhFqt

#hunting #deerseason #whitetail #conquestscents #scrapemaker https://t.co/dba7XxkZ7e"
144,2020-10-21 20:30:48,OODMag,,"Tom Armstrong follows bucks throughout the year.
https://t.co/QxdGVx6dPO
#Hunting #Fishing #Outdoors #BigGame #Deer #Bucks #Whitetails #Seasons #Spring #Summer #Fall #Winter #Food #Movement #TheRut #Rattling #Bachelors https://t.co/xpMFaf1MBl"
145,2020-10-21 20:30:33,SPORTSMANchnl,"Denver, CO","Laying out food plot strategy, how to utilize pre season recon to put yourself in position while showcasing what the great state of Missouri has to offer bowhunters. 

Adrenaline  |  Tonight at 10:30 PM ET. 

#IAMSPORTSMAN  #hunting #missouri #foodplot #bowhunters #bowhunting https://t.co/fVVzYuLIhl"
146,2020-10-21 20:22:41,GulfTimes_QATAR,Al Hilal - C Ring Road,"His Highness the Amir Sheikh Tamim bin Hamad al-Thani viewed the exhibits including falcons, hunting and sniping supplies. @TamimBinHamad @KataraQatar #Falcons #Exhibition #hunting #official #Visit  https://t.co/A00UbM9qaI"
147,2020-10-21 20:14:29,lilerealestate,"Little Rock, AR & Memphis, TN","Check out this footage of the fresh mulch at the Jennie Road 30 property in Chicot County, AR, now offered for sale at a reduced price! Visit https://t.co/2X8aTrPdWQ for more info! #LREland #land #landinvestment #hunting #lodge #retreat #outdoors #timber #arkansas https://t.co/0KiaFn55lk"
148,2020-10-21 20:10:16,MNBWSR,"St. Paul, Minnesota","#Hunting season got you thinking about #habitat? This voluntary Rum River watershed #easement option is designed to aid both #wildlife &amp; #DrinkingWater. Story:
https://t.co/zWyxGIKNLQ
Pictured: #MilleLacsCounty
#RIM #CleanWaterFunds #IsantiCountyMN @AnokaCounty #MississippiRiver https://t.co/of8CHV9Cy3"
149,2020-10-21 20:05:02,DeerGearTV,"Deer Stand, USA","Caught this big buck strolling through the other night!
What would you reaction be if you came across this photo?

@stealthcam #stealthcamfusion #stealthcam #hunting #whitetail https://t.co/OdPt9xNkP8"
150,2020-10-21 20:02:00,BLMAlaska,Alaska,"From the land and water, Alaskans bring home fresh food. 🎣
You prepare for a safe &amp; successful harvest. 🍽️
We keep track of the regulations. 😉

Get to know your subsistence expert here: https://t.co/txyR3crZaA

#Subsistence #Hunting #Fishing #Harvest
📷 Ryan Hagerty (USFWS) https://t.co/y8x6XHf2zi"
151,2020-10-21 20:00:37,ShooterDepot,Texas,"Don't fool yourself. She knows. She's always known.

Follow us!

► https://t.co/i3ufuEKiO7 
► https://t.co/wMggBpwvrT
► https://t.co/Gti3AWyM8K
► https://t.co/AdjEfPw77l
► https://t.co/2upwuYXYjg

#ammo #ammunition #guns #gun #prepper #hunting #molonlabe #shooterdepot https://t.co/pKKmu4eXsl"
152,2020-10-21 20:00:26,Blaser_USA,"San Antonio, Texas","All in a day's work.

#blaserusa #blaserf16 #uplandhunting #firearms #hunting #blaser #pheasant #pheasanthunting #uplandbirdhunting https://t.co/teS90Rhdzt"
153,2020-10-21 20:00:14,ShootersDepot,Texas,"Don't fool yourself. She knows. She's always known.

Follow us!

► https://t.co/pFDGLXxltn 
► https://t.co/9nAfkusET3
► https://t.co/o787nyP44c
► https://t.co/8FfKCDuEcB
► https://t.co/dpctSuHR2o

#ammo #ammunition #guns #gun #prepper #hunting #molonlabe #shooterdepot https://t.co/ptYv77NpOP"
154,2020-10-21 19:55:03,HSCFDN,Houston,"Hunt the Vote, a project of Hunter Nation Foundation dedicated to giving hunters a voice and a vote, announced over 200,000 hunters have officially pledged to vote their values this November. 

https://t.co/bsEllaK9eQ

#huntthevote #vote #HSCF #wehuntwegive #hunting"
155,2020-10-21 19:53:41,bestblades4ever,Orlando,"Best Blades 4ever is your ultimate source for precision quality knives!

Check our online store today: https://t.co/wd4WpdUinl

#knives #everydaycarry #knifecommunity #gear #customknives #knifepics #blade #knifemaking #tactical #knifefanatics #blades #pocketdump #hunting https://t.co/4o3C2skhbf"
156,2020-10-21 19:37:34,ogreenthumb,Michigan,"""Good Hunting"" Goebel Hummel Figurine TMK6 #307 Boy Hunting With Bunny CUTE GIFT!

https://t.co/EydUr9d6gk

#GoodHunting #Hunting #Hummel #Goebel #ForSale #Collectibles #Deals #eBay"
157,2020-10-21 19:37:24,GunBroker,USA,Not sure the different between #hunting in the early spring versus the late spring? Be sure to check out the full video for all the top #turkeyhunting tips. ➡️  https://t.co/sY9tj7lazX #atrturkey #atrspringturkey https://t.co/nFJoLdrM8W
158,2020-10-21 19:30:40,OUTDChannel,"Denver, CO","Target Sprint is a new sport sweeping the European countries and driven by Air Arms. These competitors are great shooters…but how are they on the RUN?

Watch @AirgunnerTV TONIGHT at 7:30 PM ET!

#WhatGetsYouOutdoors #Airguns #AirGun #OutdoorChannel #News #Hunting #ShootingSports https://t.co/qOkxSaXWd2"
159,2020-10-21 19:28:32,tlooutdoors,Georgia,Like to congratulate @logan_thebowman on this bruiser!👊Shot at 26yards with a recurve bow! #Deer #Hunting #Buck https://t.co/CF1XPgssIN
160,2020-10-21 19:25:06,Sauer_USA,"San Antonio, TX","So much to explore.

📷: @hunting_iceland
#sauerrifles #sauerusa #huntingrifle #gonehunting #huntingphotography #huntingpic #hunting https://t.co/Bh6Yn7WMeL"
161,2020-10-21 19:24:22,realcamblack8,"Atlanta, GA","New YouTube Video‼️ 

ft. Ronnie Denmon 
#Fishing #Outdoors #Coffee #Hunting #Adventure #Southern 

https://t.co/AmVniwqeqd https://t.co/dS3Fo4wKLS"
162,2020-10-21 19:18:38,RelicsAqualand,"Western Maryland, USA",Oh it is officially my time of year.  The rut (whitetail deer mating season) Magical time in the woods.  #hunting #deerseason #deerhunting #rut This is the one we are after.  #stategamelands https://t.co/pdn50JJmPe
163,2020-10-21 19:02:24,SPORTSMANchnl,"Denver, CO","Dr. James Kroll and Rob Hughes hunt Texas’ Bar J Ranch with their Browning rifles. We close out w/ Gordon’s profile of a vintage non-typical from Maine. 

@northamericanwhitetailmag  |  Tonight at 8 PM ET. 

#IAMSPORTSMAN #hunting #deer #whitetail #deerhunting #gunhunting #rifle https://t.co/Rg7QUFmvvt"
164,2020-10-21 19:00:00,txranchsalesllc,"Boerne, TX","𝒩𝑜𝓇𝓉𝒽 𝒮𝒽𝒾𝓅𝓅 𝑅𝒶𝓃𝒸𝒽 is an incredible 4,432± acre South Texas recreational #hunting and #cattle ranch for sale in Webb County. The features and long-term quality management of this historic ranch make it a rare jewel. https://t.co/eNHPSOcLbq #WednesdayThoughts https://t.co/CIt5zbVTiX"
165,2020-10-21 18:57:41,whitetaildip,Deerfield Wi,"Limited Edition cans featuring @prym1camo available now. Pouch or Long Cut

Same taste
Same texture
Same buzz/burn

#hunting #camo #deer #nicotinefree #bowhunting #deerhunting #nicotinepouches #tobaccofree #dip #whitetail #chewing #tobaccofree  #diplife #jointheevolution #nicdip"
166,2020-10-21 18:51:02,AirRiderHover,"Parry Sound, Ontario","Keep your eyes open there's more and more AR45 Rangers out there!!

#airrider #hovercraft #amphibiousvehicle #hunter #fisherman #hunting #fishing #contractor #cottage #propertymangement #searchandrescue #airriderhovercraft #lodges #rescue #adventure #gordonbaymarine https://t.co/4Qt3r5O71O"
167,2020-10-21 18:44:37,GHOutfitters05,"6129 E 31st St Tulsa, OK 74135","How it started. How it’s going. 

Thank you bringing GHO along for the hunt in Platte, SD with the South Dakota Ringnecks. 

#pheasant #birdhunting #camo #hunting #bird #fall 

https://t.co/tPAaSo3Ihq https://t.co/MjsKw2ngku"
168,2020-10-21 18:42:40,lizzyboo666,,"Hunting hoodies starting at $35 each 
#supportlocal #hunting #hoodies https://t.co/FEBjxBS5pE"
169,2020-10-21 18:34:44,North_Outdoors,"Brainerd, MN","As John Myers reports from Duluth, some #hunting camps are seeing changes during the worsening pandemic. And some may not hunt at all.. #deerhunting https://t.co/QxfXQVE980"
170,2020-10-21 18:27:26,BriteStrike,"Plymouth, MA","For many across the US, fall means one thing - hunting season! Always a good idea to refresh your safety knowledge before you head out. Follow the S.A.F.E. guidelines always! 
#hunting #firearms #SAFE 
https://t.co/NnCvMBQJ7l https://t.co/4qVYRpcCd5"
